Date,Station,Value,lat,lng
2023-05-12,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-05-13,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-05-14,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-05-15,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2023-05-16,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-05-17,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2023-05-18,190 LEIPZIGER STRASSE,13,52.509813,13.382377
2023-05-19,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-05-20,190 LEIPZIGER STRASSE,15,52.509813,13.382377
2023-05-21,190 LEIPZIGER STRASSE,14,52.509813,13.382377
2023-05-22,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-05-23,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-05-24,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-05-25,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-05-26,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-05-27,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-05-28,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-05-29,190 LEIPZIGER STRASSE,13,52.509813,13.382377
2023-05-30,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-05-31,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-06-01,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-06-02,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-06-03,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-06-04,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-06-05,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-06-06,190 LEIPZIGER STRASSE,39,52.509813,13.382377
2023-06-07,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-06-08,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-06-09,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-06-10,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2023-06-11,190 LEIPZIGER STRASSE,15,52.509813,13.382377
2023-06-12,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-06-13,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-06-14,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-06-15,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-06-16,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-06-17,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-06-18,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-06-19,190 LEIPZIGER STRASSE,48,52.509813,13.382377
2023-06-20,190 LEIPZIGER STRASSE,46,52.509813,13.382377
2023-06-21,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2023-06-22,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2023-06-23,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-06-24,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-06-25,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-06-26,190 LEIPZIGER STRASSE,36,52.509813,13.382377
2023-06-27,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-06-28,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2023-06-29,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2023-06-30,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-07-01,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-07-02,190 LEIPZIGER STRASSE,13,52.509813,13.382377
2023-07-03,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-07-04,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-07-05,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-07-06,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-07-07,190 LEIPZIGER STRASSE,39,52.509813,13.382377
2023-07-08,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-07-09,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2023-07-10,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2023-07-11,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-07-12,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-07-13,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-07-14,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-07-15,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-07-16,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-07-17,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-07-18,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-07-19,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2023-07-20,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-07-21,190 LEIPZIGER STRASSE,39,52.509813,13.382377
2023-07-22,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-07-23,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2023-07-24,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-07-25,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-07-26,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-07-27,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-07-28,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-07-29,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2023-07-30,190 LEIPZIGER STRASSE,11,52.509813,13.382377
2023-07-31,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-08-01,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-08-02,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2023-08-03,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-08-04,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2023-08-05,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2023-08-06,190 LEIPZIGER STRASSE,15,52.509813,13.382377
2023-08-07,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-08-08,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-08-09,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-08-10,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-08-11,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2023-08-12,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-08-13,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-08-14,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2023-08-15,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-08-16,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-08-17,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-08-18,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-08-19,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-08-20,190 LEIPZIGER STRASSE,14,52.509813,13.382377
2023-08-21,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-08-22,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2023-08-23,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-08-24,190 LEIPZIGER STRASSE,39,52.509813,13.382377
2023-08-25,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2023-08-26,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-08-27,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-08-28,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-08-29,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-08-30,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-08-31,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-09-01,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-09-02,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2023-09-03,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-09-04,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2023-09-05,190 LEIPZIGER STRASSE,42,52.509813,13.382377
2023-09-06,190 LEIPZIGER STRASSE,46,52.509813,13.382377
2023-09-07,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2023-09-08,190 LEIPZIGER STRASSE,40,52.509813,13.382377
2023-09-09,190 LEIPZIGER STRASSE,43,52.509813,13.382377
2023-09-10,190 LEIPZIGER STRASSE,40,52.509813,13.382377
2023-09-11,190 LEIPZIGER STRASSE,64,52.509813,13.382377
2023-09-12,190 LEIPZIGER STRASSE,42,52.509813,13.382377
2023-09-13,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-09-14,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-09-15,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-09-16,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-09-17,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-09-18,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-09-19,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-09-20,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2023-09-21,190 LEIPZIGER STRASSE,45,52.509813,13.382377
2023-09-22,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-09-23,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2023-09-24,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-09-25,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2023-09-26,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2023-09-27,190 LEIPZIGER STRASSE,51,52.509813,13.382377
2023-09-28,190 LEIPZIGER STRASSE,55,52.509813,13.382377
2023-09-29,190 LEIPZIGER STRASSE,55,52.509813,13.382377
2023-09-30,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-10-01,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-10-02,190 LEIPZIGER STRASSE,43,52.509813,13.382377
2023-10-03,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-10-04,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-10-05,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-10-06,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2023-10-07,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-10-08,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-10-09,190 LEIPZIGER STRASSE,36,52.509813,13.382377
2023-10-10,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2023-10-11,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-10-12,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-10-13,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-10-14,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-10-15,190 LEIPZIGER STRASSE,14,52.509813,13.382377
2023-10-16,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-10-17,190 LEIPZIGER STRASSE,49,52.509813,13.382377
2023-10-18,190 LEIPZIGER STRASSE,40,52.509813,13.382377
2023-10-19,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-10-20,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2023-10-21,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-10-22,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-10-23,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-10-24,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-10-25,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2023-10-26,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-10-27,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-10-28,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2023-10-29,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-10-30,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-10-31,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-11-01,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2023-11-02,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-11-03,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2023-11-04,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-11-05,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-11-06,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-11-07,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-11-08,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-11-09,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-11-10,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2023-11-11,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-11-12,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-11-13,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-11-14,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-11-15,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2023-11-16,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-11-17,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-11-18,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2023-11-19,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-11-20,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-11-21,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2023-11-22,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2023-11-23,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-11-24,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-11-25,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-11-26,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-11-27,190 LEIPZIGER STRASSE,41,52.509813,13.382377
2023-11-28,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2023-11-29,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2023-11-30,190 LEIPZIGER STRASSE,48,52.509813,13.382377
2023-12-01,190 LEIPZIGER STRASSE,43,52.509813,13.382377
2023-12-02,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-12-03,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2023-12-04,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2023-12-05,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2023-12-06,190 LEIPZIGER STRASSE,36,52.509813,13.382377
2023-12-07,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2023-12-08,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-12-09,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-12-10,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-12-11,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2023-12-12,190 LEIPZIGER STRASSE,36,52.509813,13.382377
2023-12-13,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-12-14,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2023-12-15,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-12-16,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2023-12-17,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-12-18,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-12-19,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2023-12-20,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-12-21,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2023-12-22,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2023-12-23,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2023-12-24,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2023-12-25,190 LEIPZIGER STRASSE,12,52.509813,13.382377
2023-12-26,190 LEIPZIGER STRASSE,14,52.509813,13.382377
2023-12-27,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2023-12-28,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2023-12-29,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2023-12-30,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2023-12-31,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2024-01-01,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2024-01-02,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2024-01-03,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2024-01-04,190 LEIPZIGER STRASSE,18,52.509813,13.382377
2024-01-05,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2024-01-06,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2024-01-07,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2024-01-08,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2024-01-09,190 LEIPZIGER STRASSE,39,52.509813,13.382377
2024-01-10,190 LEIPZIGER STRASSE,47,52.509813,13.382377
2024-01-11,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2024-01-12,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2024-01-13,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-01-14,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2024-01-15,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2024-01-16,190 LEIPZIGER STRASSE,39,52.509813,13.382377
2024-01-17,190 LEIPZIGER STRASSE,47,52.509813,13.382377
2024-01-18,190 LEIPZIGER STRASSE,41,52.509813,13.382377
2024-01-19,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2024-01-20,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-01-21,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2024-01-22,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2024-01-23,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-01-24,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-01-25,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-01-26,190 LEIPZIGER STRASSE,36,52.509813,13.382377
2024-01-27,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2024-01-28,190 LEIPZIGER STRASSE,41,52.509813,13.382377
2024-01-29,190 LEIPZIGER STRASSE,50,52.509813,13.382377
2024-01-30,190 LEIPZIGER STRASSE,52,52.509813,13.382377
2024-01-31,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2024-02-01,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-02-02,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2024-02-03,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-02-04,190 LEIPZIGER STRASSE,14,52.509813,13.382377
2024-02-05,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2024-02-06,190 LEIPZIGER STRASSE,13,52.509813,13.382377
2024-02-07,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2024-02-08,190 LEIPZIGER STRASSE,46,52.509813,13.382377
2024-02-09,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-02-10,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2024-02-11,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-02-12,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2024-02-13,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2024-02-14,190 LEIPZIGER STRASSE,42,52.509813,13.382377
2024-02-15,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2024-02-16,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2024-02-17,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-02-18,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2024-02-19,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2024-02-20,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2024-02-21,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2024-02-22,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-02-23,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2024-02-24,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2024-02-25,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2024-02-26,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-02-27,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2024-02-28,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2024-02-29,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-03-01,190 LEIPZIGER STRASSE,37,52.509813,13.382377
2024-03-02,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2024-03-03,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2024-03-04,190 LEIPZIGER STRASSE,30,52.509813,13.382377
2024-03-05,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2024-03-06,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2024-03-07,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2024-03-08,190 LEIPZIGER STRASSE,23,52.509813,13.382377
2024-03-09,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-03-10,190 LEIPZIGER STRASSE,19,52.509813,13.382377
2024-03-11,190 LEIPZIGER STRASSE,40,52.509813,13.382377
2024-03-12,190 LEIPZIGER STRASSE,44,52.509813,13.382377
2024-03-13,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-03-14,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2024-03-15,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2024-03-16,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2024-03-17,190 LEIPZIGER STRASSE,14,52.509813,13.382377
2024-03-18,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-03-19,190 LEIPZIGER STRASSE,38,52.509813,13.382377
2024-03-20,190 LEIPZIGER STRASSE,48,52.509813,13.382377
2024-03-21,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2024-03-22,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-03-23,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2024-03-24,190 LEIPZIGER STRASSE,17,52.509813,13.382377
2024-03-25,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2024-03-26,190 LEIPZIGER STRASSE,32,52.509813,13.382377
2024-03-27,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-03-28,190 LEIPZIGER STRASSE,22,52.509813,13.382377
2024-03-29,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2024-03-30,190 LEIPZIGER STRASSE,41,52.509813,13.382377
2024-03-31,190 LEIPZIGER STRASSE,35,52.509813,13.382377
2024-04-01,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2024-04-02,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2024-04-03,190 LEIPZIGER STRASSE,33,52.509813,13.382377
2024-04-04,190 LEIPZIGER STRASSE,29,52.509813,13.382377
2024-04-05,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2024-04-06,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-04-07,190 LEIPZIGER STRASSE,26,52.509813,13.382377
2024-04-08,190 LEIPZIGER STRASSE,52,52.509813,13.382377
2024-04-09,190 LEIPZIGER STRASSE,34,52.509813,13.382377
2024-04-10,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2024-04-11,190 LEIPZIGER STRASSE,31,52.509813,13.382377
2024-04-12,190 LEIPZIGER STRASSE,27,52.509813,13.382377
2024-04-13,190 LEIPZIGER STRASSE,20,52.509813,13.382377
2024-04-14,190 LEIPZIGER STRASSE,16,52.509813,13.382377
2024-04-15,190 LEIPZIGER STRASSE,28,52.509813,13.382377
2024-04-16,190 LEIPZIGER STRASSE,21,52.509813,13.382377
2024-04-17,190 LEIPZIGER STRASSE,25,52.509813,13.382377
2024-04-18,190 LEIPZIGER STRASSE,24,52.509813,13.382377
2023-04-20,221 KARL-MARX-STRASSE,17,52.483812,13.429672
2023-04-21,221 KARL-MARX-STRASSE,18,52.483812,13.429672
2023-04-22,221 KARL-MARX-STRASSE,29,52.483812,13.429672
2023-04-23,221 KARL-MARX-STRASSE,24,52.483812,13.429672
2023-04-24,221 KARL-MARX-STRASSE,19,52.483812,13.429672
2023-04-25,221 KARL-MARX-STRASSE,20,52.483812,13.429672
2023-04-26,221 KARL-MARX-STRASSE,23,52.483812,13.429672
2023-04-27,221 KARL-MARX-STRASSE,35,52.483812,13.429672
2023-04-28,221 KARL-MARX-STRASSE,37,52.483812,13.429672
2023-04-29,221 KARL-MARX-STRASSE,27,52.483812,13.429672
2023-04-30,221 KARL-MARX-STRASSE,17,52.483812,13.429672
2023-05-01,221 KARL-MARX-STRASSE,29,52.483812,13.429672
2023-05-02,221 KARL-MARX-STRASSE,22,52.483812,13.429672
2023-05-03,221 KARL-MARX-STRASSE,23,52.483812,13.429672
2023-05-04,221 KARL-MARX-STRASSE,22,52.483812,13.429672
2023-05-05,221 KARL-MARX-STRASSE,12,52.483812,13.429672
2023-05-06,221 KARL-MARX-STRASSE,15,52.483812,13.429672
2023-05-07,221 KARL-MARX-STRASSE,9,52.483812,13.429672
2023-05-08,221 KARL-MARX-STRASSE,14,52.483812,13.429672
2023-05-09,221 KARL-MARX-STRASSE,16,52.483812,13.429672
2023-05-10,221 KARL-MARX-STRASSE,28,52.483812,13.429672
2023-05-11,221 KARL-MARX-STRASSE,26,52.483812,13.429672
2023-05-12,221 KARL-MARX-STRASSE,16,52.483812,13.429672
2023-05-13,221 KARL-MARX-STRASSE,19,52.483812,13.429672
2023-05-14,221 KARL-MARX-STRASSE,24,52.483812,13.429672
2023-05-15,221 KARL-MARX-STRASSE,36,52.483812,13.429672
2023-05-16,221 KARL-MARX-STRASSE,19,52.483812,13.429672
2023-05-17,221 KARL-MARX-STRASSE,14,52.483812,13.429672
2023-05-18,221 KARL-MARX-STRASSE,9,52.483812,13.429672
2023-05-19,221 KARL-MARX-STRASSE,13,52.483812,13.429672
2023-05-20,221 KARL-MARX-STRASSE,12,52.483812,13.429672
2023-05-21,221 KARL-MARX-STRASSE,10,52.483812,13.429672
2023-05-22,221 KARL-MARX-STRASSE,15,52.483812,13.429672
2023-05-23,221 KARL-MARX-STRASSE,21,52.483812,13.429672
2023-05-24,221 KARL-MARX-STRASSE,21,52.483812,13.429672
2023-05-25,221 KARL-MARX-STRASSE,23,52.483812,13.429672
2023-05-26,221 KARL-MARX-STRASSE,14,52.483812,13.429672
2023-05-27,221 KARL-MARX-STRASSE,13,52.483812,13.429672
2023-05-28,221 KARL-MARX-STRASSE,19,52.483812,13.429672
2023-05-29,221 KARL-MARX-STRASSE,9,52.483812,13.429672
2023-05-30,221 KARL-MARX-STRASSE,15,52.483812,13.429672
2023-05-31,221 KARL-MARX-STRASSE,27,52.483812,13.429672
2023-06-01,221 KARL-MARX-STRASSE,16,52.483812,13.429672
2023-06-02,221 KARL-MARX-STRASSE,12,52.483812,13.429672
2023-06-03,221 KARL-MARX-STRASSE,11,52.483812,13.429672
2023-06-04,221 KARL-MARX-STRASSE,12,52.483812,13.429672
2023-06-05,221 KARL-MARX-STRASSE,16,52.483812,13.429672
2023-06-06,221 KARL-MARX-STRASSE,24,52.483812,13.429672
2023-06-07,221 KARL-MARX-STRASSE,15,52.483812,13.429672
2023-06-08,221 KARL-MARX-STRASSE,17,52.483812,13.429672
2023-06-09,221 KARL-MARX-STRASSE,12,52.483812,13.429672
2023-06-10,221 KARL-MARX-STRASSE,10,52.483812,13.429672
2023-06-11,221 KARL-MARX-STRASSE,8,52.483812,13.429672
2023-06-12,221 KARL-MARX-STRASSE,14,52.483812,13.429672
2023-06-13,221 KARL-MARX-STRASSE,13,52.483812,13.429672
2023-06-14,221 KARL-MARX-STRASSE,13,52.483812,13.429672
